nombre,tipo,ciudad,barrio,link,Precio,Área,Baños,Habitaciones,Entrega,Parqueaderos,Estudio,cuarto_util
Vegas 48,Apartamentos,Envigado,Las Vegas,https://www.informeinmobiliario.com/apartamentos-venta-envigado-las-vegas/proyecto/1160,$ 546.800.000,63.0,2,2,2025,No info,1,No info
Bosque Grande,Apartamentos,Itagüí,Suramérica,https://www.informeinmobiliario.com/apartamentos-venta-itagui-suramerica/proyecto/754,$ 552.000.000,78.0,2,3,No info,1,1,Si
Aqua,Apartamentos,Rionegro,V. Ojo de Agua,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-v-ojo-de-agua/proyecto/795,$ 547.467.800,66.0,2,3,No info,1,No info,No info
Bosque Sagrado,Apartamentos,Envigado,Señorial,https://www.informeinmobiliario.com/apartamentos-venta-envigado-senorial/proyecto/1057,$ 538.088.800,72.0,2,2,No info,1,No info,Si
Reserva San Juan,Suites,El Retiro,V. La Fe,https://www.informeinmobiliario.com/suites-venta-el-retiro-v-la-fe/proyecto/1175,$ 664.400.000,73.0,2,1,No info,No info,No info,No info
El Jordán,Lotes,La Ceja,,https://www.informeinmobiliario.com/lotes-venta-la-ceja/proyecto/1439,$ 649.000.000,1084.0,No info,No info,No info,No info,No info,No info
Florencia Del Rio,Apartamentos,Medellín,Ciudad del Rio,https://www.informeinmobiliario.com/apartamentos-venta-medellin-ciudad-del-rio/proyecto/1196,$ 832.645.450,117.0,3,3,No info,1,1,Si
Le Mont Comercio,Oficinas,Envigado,Alto de las Palmas,https://www.informeinmobiliario.com/oficinas-venta-envigado-alto-de-las-palmas/proyecto/1526,$ 801.762.500,87.0,No info,No info,No info,1,No info,No info
Cedro Azul,Apartamentos,Envigado,Loma de Las Brujas,https://www.informeinmobiliario.com/apartamentos-venta-envigado-loma-de-las-brujas/proyecto/600,$ 779.000.000,90.0,2,3,No info,No info,1,No info
Flats By Linares,Apartamentos,Medellín,El Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-el-poblado/proyecto/893,$ 786.768.200,67.0,2,1,2025,1,No info,Si
Calmo,Apartamentos,El Retiro,Vía Circunvalar,https://www.informeinmobiliario.com/apartamentos-venta-el-retiro-via-circunvalar/proyecto/1289,$ 785.190.800,93.0,2,1,2025,2,1,No info
Bosques del Alto,Lotes,Envigado,Alto de las Palmas,https://www.informeinmobiliario.com/lotes-venta-envigado-alto-de-las-palmas/proyecto/1520,$ 770.000.000,658.0,No info,No info,No info,No info,No info,No info
Horizontes Territorio Campestre,Lotes,El Retiro,,https://www.informeinmobiliario.com/lotes-venta-el-retiro/proyecto/814,$ 750.000.000,1886.0,No info,No info,No info,No info,No info,No info
Terramonte,Suites,Llanogrande,,https://www.informeinmobiliario.com/suites-venta-llanogrande/proyecto/1443,$ 739.713.000,71.0,2,1,2025,1,1,No info
Bosque Del Rio,Apartamentos,Medellín,Ciudad del Rio,https://www.informeinmobiliario.com/apartamentos-venta-medellin-ciudad-del-rio/proyecto/846,$ 688.450.000,97.0,3,3,No info,2,1,Si
Leven,Apartamentos,Medellín,Altos del Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-altos-del-poblado/proyecto/1231,$ 679.370.000,57.0,2,1,No info,1,No info,Si
Leven,Apartamentos,Medellín,Altos del Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-altos-del-poblado/proyecto/1231,$ 692.749.000,59.0,2,1,No info,1,No info,Si
Leven,Apartamentos,Medellín,Altos del Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-altos-del-poblado/proyecto/1231,$ 1.002.950.000,83.0,3,2,No info,2,No info,Si
Artiko,Apartamentos,Envigado,Loma del Escobero,https://www.informeinmobiliario.com/apartamentos-venta-envigado-loma-del-escobero/proyecto/1181,$ 720.300.000,86.0,2,3,No info,1,1,Si
Crista,Apartamentos,Medellín,Estadio,https://www.informeinmobiliario.com/apartamentos-venta-medellin-estadio/proyecto/1100,$ 676.508.000,75.0,2,3,No info,1,No info,No info
Linz del Río,Apartamentos,Medellín,Ciudad del Rio,https://www.informeinmobiliario.com/apartamentos-venta-medellin-ciudad-del-rio/proyecto/1440,$ 676.407.500,63.0,2,2,No info,1,No info,Si
Linz Living,Apartamentos,Envigado,Cumbres,https://www.informeinmobiliario.com/apartamentos-venta-envigado-cumbres/proyecto/1497,$ 668.550.000,89.0,3,2,No info,No info,1,No info
Tres Cantos,Apartamentos,Medellín,El Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-el-poblado/proyecto/180,$ 893.428.000,75.0,2,2,2026,No info,No info,No info
Montana,Casas,Bello,Norte America,https://www.informeinmobiliario.com/casas-venta-bello-norte-america/proyecto/664,$ 850.000.000,126.0,4,3,No info,2,1,Si
Madero de los Bosques,Apartamentos,Medellín,El Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-el-poblado/proyecto/1469,$ 1.459.841.285,120.0,3,2,No info,2,1,Si
Amici,Apartamentos,Medellín,El Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-el-poblado/proyecto/1287,$ 1.247.640.466,110.0,3,2,2025,No info,1,No info
Tribeca,Apartamentos,Medellín,Los Balsos Nº 1,https://www.informeinmobiliario.com/apartamentos-venta-medellin-los-balsos-n-1/proyecto/1524,$ 1.151.830.000,107.0,3,2,No info,2,1,Si
Contree Castropol,Apartamentos,Medellín,Castropol,https://www.informeinmobiliario.com/apartamentos-venta-medellin-castropol/proyecto/1124,$ 1.186.000.000,85.0,3,2,No info,1,No info,No info
Rua19,Apartamentos,Envigado,Zuñiga,https://www.informeinmobiliario.com/apartamentos-venta-envigado-zuniga/proyecto/1361,$ 1.259.000.000,125.0,4,3,No info,1,1,Si
Leven 2,Apartamentos,Medellín,Altos del Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-altos-del-poblado/proyecto/1333,$ 1.153.420.000,107.0,3,3,No info,1,1,Si
Leven 2,Apartamentos,Medellín,Altos del Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-altos-del-poblado/proyecto/1333,$ 1.458.320.000,128.0,4,3,No info,2,1,Si
Contree Palmas,Apartamentos,Medellín,Las Palmas,https://www.informeinmobiliario.com/apartamentos-venta-medellin-las-palmas/proyecto/684,$ 1.047.800.000,87.0,2,1,No info,1,No info,Si
Aosta,Casas,El Retiro,Pantanillo,https://www.informeinmobiliario.com/casas-venta-el-retiro-pantanillo/proyecto/1444,$ 1.024.000.000,98.0,2,2,2026,1,No info,No info
CityM Laureles,Apartamentos,Medellín,Laureles,https://www.informeinmobiliario.com/apartamentos-venta-medellin-laureles/proyecto/1193,$ 1.096.466.000,141.0,4,3,No info,1,No info,Si
Mazanti,Apartamentos,Medellín,El Poblado,https://www.informeinmobiliario.com/apartamentos-venta-medellin-el-poblado/proyecto/679,$ 999.244.000,104.0,3,2,2024,No info,1,No info
Saint Moritz 2,Casas,El Retiro,,https://www.informeinmobiliario.com/casas-venta-el-retiro/proyecto/1501,$ 981.000.000,125.0,3,2,2026,2,1,Si
Reserva Verdi,Aparta Suites,Rionegro,Llanogrande,https://www.informeinmobiliario.com/aparta-suites-venta-rionegro-llanogrande/proyecto/1015,$ 943.086.783,94.0,3,2,No info,No info,No info,No info
Selva Living & Natura,Lotes,Rionegro,V. Sajonia,https://www.informeinmobiliario.com/lotes-venta-rionegro-v-sajonia/proyecto/1464,$ 900.000.000,1006.0,No info,No info,No info,No info,No info,No info
Essenza,Lotes,Rionegro,V. El Tablazo,https://www.informeinmobiliario.com/lotes-venta-rionegro-v-el-tablazo/proyecto/869,$ 900.000.000,2000.0,No info,No info,No info,No info,No info,No info
Haras Santa Lucia Aptos,Apartamentos,Rionegro,Llanogrande,https://www.informeinmobiliario.com/apartamentos-venta-rionegro-llanogrande/proyecto/819,$ 2.693.400.000,240.0,4,3,No info,1,1,Si
Vayúh,Casas,Rionegro,V. Sajonia,https://www.informeinmobiliario.com/casas-venta-rionegro-v-sajonia/proyecto/1436,$ 1.990.000.000,277.0,4,3,No info,2,1,Si
Loira,Casas,Envigado,San Lucas,https://www.informeinmobiliario.com/casas-venta-envigado-san-lucas/proyecto/689,$ 1.533.000.000,167.0,5,4,No info,1,1,No info
